# our_gap_ms badpass_delta_ms is_proxied
108.156 111.394 1
138.906 110.426 1
0.185 256.196 1
120.032 118.102 1
259.065 260.685 0
173.643 144.11 1
1709.084 3042.75 0
275.928 274.066 1
268.064 260.585 1
294.922 297.441 1
249.034 255.272 1
330.348 330.844 1
603.268 405.02 1
357.028 311.471 1
395.086 354.62 1
327.899 319.606 1
299.096 108.514 1
811.991 327.282 1
263.234 266.008 1
244.268 243.717 1
263.846 346.08 1
346.093 352.401 1
405.149 746.765 1
349.059 343.359 0
273.967 308.377 1
385.303 831.021 1
552.099 1302.292 1
270.011 285.777 1
294.118 374.306 1
257.944 252.366 1
794.919 328.508 1
209.933 439.643 1
374.615 358.09 1
99.513 360.654 1
260.29 260.356 1
279.767 277.793 1
267.017 441.366 1
397.47 257.542 1
245.095 245.207 1
301.535 279.954 1
241.025 249.358 0
247.551 255.052 1
235.066 267.952 1
322.919 287.217 1
287.955 301.061 1
281.986 284.302 1
267.398 265.025 1
240.024 241.41 1
291.06 270.285 0
250.96 251.684 1
317.298 304.835 1
267.381 252.094 1
280.205 344.48 1
271.168 281.309 1
411.958 702.629 1
261.123 261.119 1
504.608 339.333 1
327.994 265.508 1
330.795 321.06 1
271.894 270.564 1
304.949 349.417 1
101.57 251.798 1
320.901 327.343 1
122.798 137.522 1
382.117 292.412 1
109.236 112.174 1
412.778 423.799 1
103.487 104.356 1
104.489 106.282 1
310.002 280.075 1
151.562 123.483 1
299.252 306.053 1
107.986 108.153 1
142.235 146.396 1
379.694 373.242 1
231.513 125.94 1
266.062 354.523 1
29.188 165.845 1
288.975 297.815 1
0.048 1.246 1
140.913 132.42 1
283.097 305.9 1
127.703 106.691 1
303.474 110.138 1
252.508 240.462 0
121.749 122.941 1
254.359 276.734 1
99.535 98.855 1
324.966 334.504 1
117.355 152.267 1
245.536 254.058 1
111.638 146.781 1
194.139 134.804 1
260.777 258.393 1
115.014 105.812 1
320.573 311.219 1
192.057 140.811 1
307.477 284.823 1
302.259 280.849 1
0.477 1.704 1
255.24 277.96 1
254.38 239.349 1
0.308 2.874 1
256.13 255.488 1
0.046 1.282 1
141.079 375.906 1
0.404 2.335 1
154.361 436.632 1
0.358 1.142 1
0.076 1.411 1
246.485 259.393 1
0.16 1.75 1
422.754 275.069 1
0.138 1.595 1
169.92 444.218 1
257.138 303.777 1
147.875 462.89 1
0.101 1.395 1
167.065 411.084 1
0.081 1.077 1
546.539 625.382 1
0.215 0.996 1
110.631 364.194 1
290.62 295.533 1
0.256 1.376 1
177.659 419.8 1
0.128 3.066 1
99.815 90.784 1
0.095 1.926 1
307.824 320.868 1
0.192 1.145 1
135.35 190.018 1
0.242 1.326 1
1223.507 137.017 1
0.224 1.706 1
120.023 139.322 1
0.189 1.206 1
141.302 116.116 1
688.328 2967.352 1
94.419 94.862 1
147.461 165.213 1
0.262 1.64 1
99.915 94.404 1
0.077 2.741 1
105.334 107.996 1
112.036 92.909 1
0.157 1.995 1
164.053 178.282 1
0.099 1.24 1
17.721 135.495 1
150.336 106.473 1
105.926 99.913 1
157.641 123.838 1
0.153 1.301 1
95.034 92.316 1
0.063 2.195 1
98.99 97.468 1
0.777 0.885 1
301.26 294.811 1
0.14 12.866 1
103.042 117.775 1
0.0 0.871 1
0.204 2.966 1
0.107 1.173 1
0.504 1.855 1
0.218 1.264 1
0.136 1.346 1
0.178 1.049 1
0.041 0.923 1
0.098 1.75 1
0.113 1.309 1
0.318 2.456 1
0.151 1.042 1
0.075 1.506 1
0.035 1.105 1
0.115 1.169 1
0.116 2.449 1
0.091 0.563 1
0.501 1.646 1
0.077 2.006 1
0.055 0.956 1
0.066 0.947 1
0.075 22.233 1
0.05 1.342 1
0.103 1.509 1
0.069 1.054 1
0.047 -12.192 1
0.191 1.796 1
0.144 1.235 1
0.678 2.283 1
0.082 1.455 1
0.213 0.961 1
0.23 1.892 1
0.684 1.703 1
0.064 1.08 1
0.066 1.307 1
0.303 1.132 1
0.059 1.745 1
0.304 0.989 1
0.094 2.4 1
0.047 1.049 1
0.681 1.56 1
0.215 1.254 1
0.194 2.295 1
0.044 0.893 1
0.09 1.512 1
0.267 1.809 1
0.149 1.031 1
0.14 1.761 1
0.045 1.13 1
0.141 1.296 1
0.188 1.002 1
0.211 1.328 1
0.156 1.532 1
0.066 1.101 1
0.15 1.155 1
0.038 1.111 1
0.283 1.472 1
0.046 0.962 1
0.285 1.091 1
0.04 1.088 1
0.409 0.972 1
0.272 1.085 1
0.149 1.686 1
0.353 1.325 1
0.044 1.282 1
0.134 1.454 1
0.049 0.937 1
0.036 0.998 1
0.192 1.507 1
0.245 1.181 1
0.069 1.712 1
0.086 1.299 1
0.055 1.012 1
0.085 1.323 1
0.245 1.232 1
0.136 1.351 1
0.074 1.405 1
0.091 2.342 1
0.192 2.334 1
0.184 1.636 1
0.463 2.116 1
0.042 0.984 1
0.111 1.708 1
0.059 0.986 1
0.27 1.933 1
0.12 1.514 1
0.124 1.548 1
0.064 1.135 1
0.0 1.282 1
0.261 8.397 1
0.103 2.02 1
0.195 0.925 1
0.071 1.125 1
0.107 1.007 1
0.163 3.504 1
0.149 1.147 1
0.403 2.323 1
0.091 1.205 1
0.046 1.191 1
0.196 2.132 1
0.051 1.289 1
0.075 0.976 1
0.076 1.378 1
0.59 2.016 1
0.044 1.239 1
0.048 1.134 1
0.472 1.44 1
0.102 1.085 1
0.34 1.375 1
0.111 2.751 1
0.192 0.942 1
0.23 1.087 1
0.56 1.612 1
0.0 1.452 1
0.125 1.659 1
0.047 0.958 1
0.045 1.667 1
0.116 1.381 1
0.049 1.025 1
0.272 0.981 1
0.046 1.663 1
0.061 1.257 1
0.0 0.758 1
0.0 1.016 1
0.139 0.795 1
0.193 1.744 1
0.326 1.416 1
0.101 1.514 1
0.045 1.093 1
0.091 1.13 1
0.329 1.909 1
0.076 1.111 1
0.055 1.09 1
0.115 1.616 1
0.44 1.591 1
0.052 1.382 1
0.18 0.946 1
0.186 1.127 1
0.074 1.374 1
0.067 -1.827 1
0.047 0.906 1
0.0 0.865 1
0.048 1.005 1
0.203 0.966 1
0.165 1.041 1
0.304 3.041 1
0.094 1.702 1
0.163 0.959 1
0.087 0.891 1
0.182 0.987 1
0.221 1.031 1
0.224 1.482 1
0.099 0.904 1
0.046 2.485 1
0.303 1.375 1
1081.991 1098.046 1
1216.45 108.67 1
1160.009 1124.741 1
106.213 1082.809 1
1103.825 78.822 1
0.078 1.443 1
0.117 1.659 1
0.097 1.322 1
0.139 1.332 1
0.048 1.007 1
0.105 1.741 1
0.0 1.533 1
0.264 1.774 1
0.218 1.166 1
0.216 1.173 1
0.16 3.306 1
0.345 1.449 1
0.351 1.258 1
0.32 3.339 1
0.061 1.162 1
0.273 1.799 1
0.047 0.883 1
1134.916 157.005 1
6.766 10.348 1
114.378 1172.606 1
0.649 1.594 1
104.213 1094.82 1
101.498 95.012 1
162.286 141.063 1
55.533 914.7 1
0.047 1.067 1
0.126 1.363 1
0.0 0.877 1
0.281 1.976 1
0.186 1.488 1
0.0 0.252 1
0.064 1.24 1
0.099 1.777 1
0.209 1.225 1
0.107 1.472 1
0.096 1.295 1
0.071 1.536 1
0.06 0.87 1
0.098 2.013 1
0.045 1.057 1
0.041 0.952 1
0.123 1.489 1
0.378 1.021 1
0.117 1.1 1
0.068 1.989 1
0.245 2.926 1
0.001 1.324 1
0.05 1.01 1
1.353 1.867 1
0.049 0.969 1
0.049 1.393 1
0.122 1.058 1
0.082 0.957 1
0.09 1.277 1
0.11 1.034 1
0.072 1.262 1
0.123 1.25 1
0.115 1.696 1
0.266 1.302 1
0.138 1.138 1
0.375 1.39 1
0.051 1.395 1
0.076 1.059 1
0.057 1.475 1
0.195 1.173 1
0.09 1.169 1
0.099 1.453 1
0.296 2.852 1
0.105 4.071 1
0.15 1.453 1
49.237 37.855 0
0.115 1.168 1
0.152 -1.136 1
0.065 0.956 1
0.102 1.496 1
0.222 1.117 1
0.159 1.034 1
0.047 1.124 1
0.232 1.65 1
0.083 1.396 1
0.293 1.278 1
