# Row format: country_idx  us_gap  ap_gap  eu_gap  sa_gap
0 108.5 108.8 108.9 105.0
1 132.6 132.7 132.1 133.2
2 140.8 138.9 138.7 140.6
3 140.8 139.0 140.5 136.5
4 137.6 153.6 152.2 144.7
5 197.0 205.2 203.9 173.6
6 279.1 171.4 228.2 246.9
7 210.9 200.3 196.5 210.3
8 246.5 262.6 266.1 278.2
9 259.8 307.5 270.9 259.9
10 276.2 275.1 279.1 277.0
11 276.6 318.2 288.6 323.9
12 324.5 316.2 306.0 316.5
13 285.0 277.0 273.1 270.6
14 335.0 317.9 329.7 340.3
