t_rel,traffic_type,vpn_location,gap_ms,tcp_rtt_ms,syn_ttl,client_ip
928.722,vpn_n100,jp,1.024,166.966,52,ip_b05e0a5ad9f30c5a
930.413,vpn_n100,jp,1.238,166.26,52,ip_b05e0a5ad9f30c5a
939.501,vpn_n100,de,0.246,167.697,51,ip_b05e0a5ad9f30c5a
941.577,vpn_n100,de,1.371,320.645,40,ip_b38f2dedbb94f761
943.652,vpn_n100,de,0.742,321.043,42,ip_b38f2dedbb94f761
945.727,vpn_n100,de,0.601,320.327,42,ip_b38f2dedbb94f761
947.806,vpn_n100,de,2.01,321.406,40,ip_b38f2dedbb94f761
949.886,vpn_n100,de,0.537,322.368,42,ip_b38f2dedbb94f761
951.964,vpn_n100,de,0.314,321.599,42,ip_b38f2dedbb94f761
954.037,vpn_n100,de,0.0,323.081,42,ip_b38f2dedbb94f761
956.114,vpn_n100,de,0.852,320.56,42,ip_b38f2dedbb94f761
958.193,vpn_n100,de,1.908,320.053,42,ip_b38f2dedbb94f761
960.275,vpn_n100,de,1.951,322.732,42,ip_b38f2dedbb94f761
962.352,vpn_n100,de,2.562,321.075,42,ip_b38f2dedbb94f761
964.427,vpn_n100,de,5.148,318.979,40,ip_b38f2dedbb94f761
966.503,vpn_n100,de,1.239,319.567,42,ip_b38f2dedbb94f761
968.584,vpn_n100,de,0.464,321.182,42,ip_b38f2dedbb94f761
970.659,vpn_n100,de,0.793,322.04,42,ip_b38f2dedbb94f761
972.740,vpn_n100,de,1.263,320.213,42,ip_b38f2dedbb94f761
974.816,vpn_n100,de,2.978,320.742,42,ip_b38f2dedbb94f761
976.897,vpn_n100,de,2.097,321.288,42,ip_b38f2dedbb94f761
978.975,vpn_n100,de,2.04,322.468,42,ip_b38f2dedbb94f761
981.053,vpn_n100,de,1.932,321.153,40,ip_b38f2dedbb94f761
983.134,vpn_n100,de,2.729,320.166,42,ip_b38f2dedbb94f761
985.221,vpn_n100,de,3.281,320.716,42,ip_b38f2dedbb94f761
987.306,vpn_n100,de,1.925,323.594,42,ip_b38f2dedbb94f761
989.421,vpn_n100,de,2.044,322.956,42,ip_b38f2dedbb94f761
991.529,vpn_n100,de,6.351,321.549,42,ip_b38f2dedbb94f761
993.606,vpn_n100,de,8.166,322.505,42,ip_b38f2dedbb94f761
995.688,vpn_n100,de,0.697,321.582,42,ip_b38f2dedbb94f761
997.769,vpn_n100,de,2.395,320.306,42,ip_b38f2dedbb94f761
999.848,vpn_n100,de,1.014,322.429,42,ip_b38f2dedbb94f761
1001.930,vpn_n100,de,0.834,321.932,42,ip_b38f2dedbb94f761
1004.009,vpn_n100,de,0.196,323.178,42,ip_b38f2dedbb94f761
1006.090,vpn_n100,de,2.982,319.748,42,ip_b38f2dedbb94f761
1008.168,vpn_n100,de,4.511,319.85,42,ip_b38f2dedbb94f761
1010.251,vpn_n100,de,1.927,321.515,40,ip_b38f2dedbb94f761
1012.333,vpn_n100,de,2.329,321.399,42,ip_b38f2dedbb94f761
1014.413,vpn_n100,de,1.307,322.278,42,ip_b38f2dedbb94f761
1018.570,vpn_n100,de,0.692,322.407,42,ip_b38f2dedbb94f761
1020.655,vpn_n100,de,0.589,321.102,40,ip_b38f2dedbb94f761
1022.736,vpn_n100,de,1.227,321.026,42,ip_b38f2dedbb94f761
1024.814,vpn_n100,de,2.331,323.641,42,ip_b38f2dedbb94f761
1026.900,vpn_n100,de,3.004,320.892,40,ip_b38f2dedbb94f761
1028.974,vpn_n100,de,2.755,319.647,42,ip_b38f2dedbb94f761
1031.055,vpn_n100,de,1.993,323.089,42,ip_b38f2dedbb94f761
1033.137,vpn_n100,de,0.371,320.803,42,ip_b38f2dedbb94f761
1035.215,vpn_n100,de,1.146,323.166,40,ip_b38f2dedbb94f761
1037.293,vpn_n100,de,0.881,322.674,42,ip_b38f2dedbb94f761
1039.376,vpn_n100,de,2.366,320.133,42,ip_b38f2dedbb94f761
1041.454,vpn_n100,de,0.158,321.765,42,ip_b38f2dedbb94f761
1043.539,vpn_n100,de,0.062,323.911,40,ip_b38f2dedbb94f761
1045.620,vpn_n100,de,0.639,321.883,42,ip_b38f2dedbb94f761
1047.707,vpn_n100,de,0.299,323.889,42,ip_b38f2dedbb94f761
1049.797,vpn_n100,de,5.194,320.353,40,ip_b38f2dedbb94f761
1051.876,vpn_n100,de,3.142,323.16,42,ip_b38f2dedbb94f761
1053.954,vpn_n100,de,2.3,320.536,40,ip_b38f2dedbb94f761
1056.037,vpn_n100,de,0.761,321.257,42,ip_b38f2dedbb94f761
1058.123,vpn_n100,de,1.508,321.328,42,ip_b38f2dedbb94f761
1060.199,vpn_n100,de,2.012,322.288,42,ip_b38f2dedbb94f761
1062.277,vpn_n100,de,2.876,323.835,42,ip_b38f2dedbb94f761
1064.353,vpn_n100,de,2.63,318.978,42,ip_b38f2dedbb94f761
1066.431,vpn_n100,de,1.102,321.748,42,ip_b38f2dedbb94f761
1068.513,vpn_n100,de,0.5,321.28,42,ip_b38f2dedbb94f761
1070.586,vpn_n100,de,1.145,321.066,40,ip_b38f2dedbb94f761
1072.663,vpn_n100,de,3.11,320.391,42,ip_b38f2dedbb94f761
1074.745,vpn_n100,de,0.041,320.558,42,ip_b38f2dedbb94f761
1076.824,vpn_n100,de,1.947,320.529,40,ip_b38f2dedbb94f761
1078.904,vpn_n100,de,2.311,321.232,42,ip_b38f2dedbb94f761
1080.982,vpn_n100,de,2.928,320.301,42,ip_b38f2dedbb94f761
1083.061,vpn_n100,de,2.652,320.682,42,ip_b38f2dedbb94f761
1085.140,vpn_n100,de,0.516,321.601,42,ip_b38f2dedbb94f761
1087.219,vpn_n100,de,1.426,321.562,42,ip_b38f2dedbb94f761
1089.300,vpn_n100,de,0.751,322.081,42,ip_b38f2dedbb94f761
1091.378,vpn_n100,de,0.695,322.251,40,ip_b38f2dedbb94f761
1093.451,vpn_n100,de,2.302,320.057,42,ip_b38f2dedbb94f761
1095.529,vpn_n100,de,1.354,321.053,42,ip_b38f2dedbb94f761
1097.612,vpn_n100,de,1.006,319.774,42,ip_b38f2dedbb94f761
1099.691,vpn_n100,de,2.02,321.332,42,ip_b38f2dedbb94f761
1101.768,vpn_n100,de,2.059,322.902,40,ip_b38f2dedbb94f761
1103.848,vpn_n100,de,2.602,320.086,42,ip_b38f2dedbb94f761
1105.927,vpn_n100,de,2.437,319.584,42,ip_b38f2dedbb94f761
1108.019,vpn_n100,de,0.171,323.459,42,ip_b38f2dedbb94f761
1110.109,vpn_n100,de,0.237,322.394,42,ip_b38f2dedbb94f761
1112.189,vpn_n100,de,2.11,323.464,42,ip_b38f2dedbb94f761
1114.272,vpn_n100,de,2.065,322.424,42,ip_b38f2dedbb94f761
1116.355,vpn_n100,de,2.013,321.679,42,ip_b38f2dedbb94f761
1118.439,vpn_n100,de,0.0,324.225,42,ip_b38f2dedbb94f761
1120.516,vpn_n100,de,1.967,322.121,42,ip_b38f2dedbb94f761
1122.592,vpn_n100,de,2.587,322.865,42,ip_b38f2dedbb94f761
1124.668,vpn_n100,de,2.001,321.619,42,ip_b38f2dedbb94f761
1126.749,vpn_n100,de,2.022,320.04,42,ip_b38f2dedbb94f761
1128.831,vpn_n100,de,2.762,319.487,42,ip_b38f2dedbb94f761
1130.909,vpn_n100,de,0.084,324.85,42,ip_b38f2dedbb94f761
1132.989,vpn_n100,de,0.691,323.039,42,ip_b38f2dedbb94f761
1135.067,vpn_n100,de,0.313,321.426,42,ip_b38f2dedbb94f761
1137.143,vpn_n100,de,0.384,322.55,42,ip_b38f2dedbb94f761
1139.217,vpn_n100,de,0.518,321.748,42,ip_b38f2dedbb94f761
1141.297,vpn_n100,de,0.439,321.501,42,ip_b38f2dedbb94f761
1143.371,vpn_n100,de,0.703,320.766,42,ip_b38f2dedbb94f761
1145.447,vpn_n100,de,2.451,320.991,42,ip_b38f2dedbb94f761
