t_rel,server,server_label,client_ip,gap_ms,tcp_rtt_ms,syn_ttl,syn_window,src,proto,country,provider
,us,US (Virginia),ip_c0bd213fa08b8a3a,43.969,38.54,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,49.671,40.333,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,45.166,41.831,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,46.408,34.934,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,35.346,44.191,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,110.254,40.532,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,79.664,38.821,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_12ce08bf7938fe74,2.95,103.505,53,42340,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,43.599,38.121,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,44.322,41.182,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,50.028,46.256,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,48.355,55.772,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,41.993,41.52,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,82.054,38.426,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,43.301,48.356,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,48.139,104.339,50,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,42.58,35.322,54,65535,soax,http_connect,us,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,44.992,34.806,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,94.42,42.109,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,39.477,74.5,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,46.609,38.325,50,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,45.243,38.043,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,39.914,43.137,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,39.938,40.588,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,44.946,54.725,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,115.875,37.601,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,32.263,115.887,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,46.215,40.585,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,44.105,43.358,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,38.117,43.122,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,48.824,37.85,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,57.534,45.999,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,51.692,34.718,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_a392dc9429acfc91,82.742,81.193,54,64240,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,41.75,65.802,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,41.981,38.236,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,42.072,41.817,54,65535,soax,http_connect,kr,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,46.017,39.017,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,48.0,37.865,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,64.59,39.713,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,51.53,37.182,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,45.835,36.828,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,38.661,40.595,50,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,45.671,38.55,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,54.122,39.986,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,64.48,41.551,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_a392dc9429acfc91,1600.969,85.214,54,64240,soax,http_connect,de,soax
,us,US (Virginia),ip_a392dc9429acfc91,89.181,81.107,54,64240,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,48.662,40.121,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,44.492,40.521,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,46.338,35.204,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,46.543,35.975,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,39.28,45.892,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,37.449,40.92,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,90.834,40.354,54,65535,soax,http_connect,de,soax
,us,US (Virginia),ip_a392dc9429acfc91,80.898,85.52,54,64240,soax,http_connect,de,soax
,us,US (Virginia),ip_a392dc9429acfc91,27.356,85.578,54,64240,soax,http_connect,de,soax
,us,US (Virginia),ip_a392dc9429acfc91,311.474,85.573,50,64240,soax,http_connect,jp,soax
,us,US (Virginia),ip_a392dc9429acfc91,1280.284,85.585,54,64240,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,41.705,38.373,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,77.826,35.955,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,49.58,34.688,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_a392dc9429acfc91,83.455,85.609,54,64240,soax,http_connect,jp,soax
,us,US (Virginia),ip_a392dc9429acfc91,1122.139,85.692,54,64240,soax,http_connect,jp,soax
,us,US (Virginia),ip_a392dc9429acfc91,151.112,81.5,54,64240,soax,http_connect,jp,soax
,us,US (Virginia),ip_a392dc9429acfc91,1139.652,85.419,54,64240,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,37.077,41.585,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,53.516,130.772,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,47.112,41.125,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,91.979,61.409,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,49.082,37.67,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,43.056,43.388,50,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,36.479,43.464,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,50.301,47.519,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,55.568,53.851,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_a392dc9429acfc91,33.726,85.438,54,64240,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,59.217,40.662,54,65535,soax,http_connect,jp,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,45.878,37.864,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,48.995,42.112,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,48.403,36.483,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,35.958,49.75,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,48.318,39.815,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,43.61,119.722,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,47.349,35.03,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,44.688,106.4,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,42.04,36.982,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,44.301,92.394,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,81.635,49.779,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,64.777,85.308,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,48.082,47.055,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,45.938,113.016,54,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_c0bd213fa08b8a3a,55.644,37.23,50,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,206.26,134.589,51,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,160.61,135.43,51,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,142.12,134.087,51,65535,soax,http_connect,br,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,124.949,128.184,51,65535,soax,http_connect,gb,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,125.902,135.173,51,65535,soax,http_connect,gb,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,263.619,135.68,51,65535,soax,http_connect,gb,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,133.564,130.739,51,65535,soax,http_connect,gb,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,243.134,128.666,50,65535,soax,http_connect,gb,soax
,us,US (Virginia),ip_a392dc9429acfc91,31.072,85.292,54,64240,soax,http_connect,gb,soax
,us,US (Virginia),ip_a392dc9429acfc91,60.859,85.737,54,64240,soax,http_connect,gb,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,178.466,128.806,51,65535,soax,http_connect,gb,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,236.284,129.03,47,65535,soax,http_connect,gb,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,123.603,134.404,51,65535,soax,http_connect,gb,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,131.425,134.682,51,65535,soax,http_connect,gb,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,127.92,130.83,51,65535,soax,http_connect,gb,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,174.899,135.482,51,65535,soax,http_connect,gb,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,123.671,134.429,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,164.393,130.925,50,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,0.0,256.613,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,222.168,131.159,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,124.52,134.509,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,137.11,134.483,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_dd1b4836313a81ab,1.363,293.685,49,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,237.141,128.341,50,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,149.103,137.242,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,124.931,128.628,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,125.598,132.823,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,180.982,127.989,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,202.719,134.352,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,126.403,136.175,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,124.85,134.853,51,65535,soax,http_connect,au,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,126.386,131.659,51,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,235.178,136.549,51,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,125.654,129.956,50,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,122.928,135.523,51,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,199.341,131.186,51,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,247.049,136.237,51,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,128.838,130.208,50,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,168.861,133.715,51,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,130.2,134.646,47,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,123.263,128.049,51,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,126.757,132.742,51,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,129.87,133.96,51,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,128.686,128.448,51,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,124.185,128.985,47,65535,soax,http_connect,in,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,270.759,128.086,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,185.363,135.683,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,122.66,134.428,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,123.56,134.661,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,123.89,130.614,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,127.674,135.162,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,125.232,136.144,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,122.372,137.223,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,126.857,135.003,47,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,144.905,128.907,50,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,125.394,129.557,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,211.839,129.125,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,146.337,134.937,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,152.227,129.097,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,190.444,130.948,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,131.166,134.453,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_9a2b2926dcd9f021,123.908,135.005,51,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_f831f793b101a854,369.482,237.152,47,65535,soax,http_connect,sg,soax
,us,US (Virginia),ip_f831f793b101a854,320.786,239.064,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,280.588,309.431,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,255.806,247.885,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,786.815,259.36,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,716.28,231.862,43,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,571.229,252.657,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,292.676,237.105,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,448.685,238.722,43,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,264.871,244.551,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_b96c13b384041cd2,0.068,87.321,54,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_46b14be09b3cc2de,0.321,85.067,55,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,259.942,254.215,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,305.825,237.927,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,258.353,247.35,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,496.693,249.94,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,265.661,244.146,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,322.929,241.774,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,259.513,242.396,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,415.302,260.68,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,337.549,235.406,47,65535,soax,http_connect,fr,soax
,us,US (Virginia),ip_f831f793b101a854,266.194,239.949,43,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,592.115,236.266,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,610.449,245.44,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,679.362,245.098,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,250.598,250.983,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,341.622,257.811,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,415.223,254.002,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,366.713,244.213,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,339.577,250.56,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,278.445,245.101,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,569.594,229.972,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,878.045,239.321,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,275.612,243.748,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,262.253,245.523,45,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,263.067,239.493,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,279.118,249.638,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,305.247,239.028,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,346.089,245.558,45,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,403.133,251.696,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,414.93,244.099,47,65535,soax,http_connect,za,soax
,us,US (Virginia),ip_f831f793b101a854,251.751,258.289,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,683.849,242.425,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,263.876,243.823,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,312.49,233.287,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,308.521,235.316,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,260.951,250.282,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,600.777,234.453,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,318.488,238.32,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,257.852,252.006,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,392.387,245.64,41,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,392.725,237.104,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,1048.976,234.045,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,603.217,238.719,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,320.773,237.935,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,257.123,233.059,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,251.15,230.077,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,306.734,272.979,43,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,1503.962,233.915,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,330.137,231.19,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,443.884,246.258,47,65535,soax,http_connect,ru,soax
,us,US (Virginia),ip_f831f793b101a854,399.967,234.757,47,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,165.03,134.365,50,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,137.324,198.148,50,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,149.261,130.738,49,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,137.004,132.859,50,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,140.366,137.781,50,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,143.122,132.321,49,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,141.198,136.572,50,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,142.824,129.187,50,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,144.845,144.278,49,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,139.972,139.435,50,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,136.684,134.623,50,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,271.861,138.325,49,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,185.464,137.912,49,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,145.312,136.19,49,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,139.651,136.361,50,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,145.747,129.204,50,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,137.038,133.333,49,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,193.365,132.726,49,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,138.813,130.802,50,65535,soax,http_connect,id,soax
,us,US (Virginia),ip_ef2551756df4d275,140.362,136.89,45,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,142.107,134.397,49,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,138.201,134.97,50,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,145.176,133.694,50,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,153.894,137.46,49,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,141.248,142.836,50,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,138.348,135.547,49,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,137.227,132.154,49,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,137.631,131.355,50,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,195.153,132.436,50,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,158.363,130.055,49,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,150.409,132.612,50,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,137.768,134.643,50,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,158.168,134.048,50,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,140.421,138.596,46,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,139.238,134.149,49,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,142.145,194.138,49,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,137.931,134.332,50,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,146.585,131.446,49,65535,soax,http_connect,mx,soax
,us,US (Virginia),ip_ef2551756df4d275,139.348,129.901,50,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,180.758,133.451,50,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,142.429,132.36,50,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,174.373,133.526,45,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,153.905,139.359,50,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,148.319,150.388,50,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,138.01,130.184,49,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,144.467,137.869,46,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,139.271,132.577,49,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,138.974,131.844,50,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,154.617,132.82,49,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,178.907,132.4,49,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,141.432,135.682,50,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,146.945,131.851,50,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,139.811,134.079,46,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,136.472,137.068,49,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,138.072,127.914,50,65535,soax,http_connect,ca,soax
,us,US (Virginia),ip_ef2551756df4d275,142.653,131.406,49,65535,soax,http_connect,ca,soax
