t_rel,provider,protocol,country,client_ip,user_agent,ua_os,syn_ttl,syn_window,syn_mss,syn_options,syn_wscale,tcp_os,gap_ms,tcp_rtt_ms,fingerprint_mismatch
144.635,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1460,"2,1,1,8,1,3",,linux,44.967,44.811,mismatch
145.874,soax,http_connect,de,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,50,65535,1460,"2,1,1,8,1,3",,linux,98.993,108.56,mismatch
146.432,brightdata,http_connect,kr,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,53.905,50.79,mismatch
146.971,soax,http_connect,de,ip_da7d978782778f24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,109,64240,1452,"2,1,3,1,1,4",,windows,136.087,112.072,mismatch
147.357,brightdata,http_connect,kr,ip_a86500f9fef90141,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,114,64240,1460,"2,1,3,1,1,4",,windows,257.341,186.764,match
148.381,soax,http_connect,de,ip_2fd0159ee59243b7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,1,3,1,1,8,4,0,0",,linux,292.89,197.65,mismatch
150.326,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,1,1,8,1,3",,linux,43.941,62.69,mismatch
151.057,soax,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,50,65535,1460,"2,1,1,8,1,3",,linux,52.872,67.261,mismatch
151.429,soax,http_connect,de,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1460,"2,1,1,8,1,3",,linux,58.437,58.194,mismatch
153.454,brightdata,http_connect,kr,ip_3d35b1611d3d22e0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,119,65535,1452,"2,1,3,1,1,4",,windows,105.04,106.393,mismatch
155.032,brightdata,http_connect,kr,ip_1987728c5da3d4a9,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,115,64240,1460,"2,1,3,1,1,4",,windows,241.852,188.159,match
154.371,soax,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,48,65535,1460,"2,1,1,8,1,3",,linux,53.995,49.291,mismatch
155.583,brightdata,http_connect,de,ip_5a1ca00a669431c9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,53,64240,1460,"2,4,8,1,3",,linux,201.593,189.97,mismatch
155.566,soax,http_connect,de,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1460,"2,1,1,8,1,3",,linux,42.907,53.64,mismatch
155.825,soax,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,50,65535,1460,"2,1,1,8,1,3",,linux,49.431,52.261,mismatch
159.565,soax,http_connect,jp,ip_d6a38d2b530dcf86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,116,64240,1420,"2,1,3,1,1,4",,windows,187.308,112.346,match
160.129,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1460,"2,1,1,8,1,3",,linux,56.979,56.645,mismatch
160.130,brightdata,http_connect,kr,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,50,65535,1460,"2,1,1,8,1,3",,linux,103.189,58.341,mismatch
160.394,soax,http_connect,jp,ip_09e61b6bc0245767,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,115,64240,1460,"2,1,3,1,1,4",,windows,214.811,191.847,match
161.335,soax,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,53.872,62.747,mismatch
161.766,brightdata,http_connect,de,ip_85cc6ca120d24458,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,114,65535,1460,"2,1,3,1,1,4",,windows,223.203,200.657,match
164.381,soax,http_connect,jp,ip_7e43fe22809b997a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,119,65535,1452,"2,1,3,1,1,4",,windows,109.043,110.528,match
165.979,soax,http_connect,jp,ip_68791cfe830f84c3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,113,64240,1309,"2,1,3,1,1,4",,windows,352.842,276.068,mismatch
165.723,soax,http_connect,jp,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,48,65535,1460,"2,1,1,8,1,3",,linux,43.516,53.713,mismatch
165.989,brightdata,http_connect,de,ip_4b08c7a5fc43c86d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,55,32120,1452,"2,4,8,1,3",,linux,116.058,114.415,mismatch
166.388,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,53.848,58.3,mismatch
167.565,brightdata,http_connect,de,ip_9ae9378bca1c71ff,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,54,64240,1460,"2,4,8,1,3",,linux,0.988,34.35,mismatch
169.669,soax,http_connect,jp,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,50,65535,1460,"2,1,1,8,1,3",,linux,45.728,44.839,mismatch
169.921,soax,http_connect,jp,ip_bf8718aba3046723,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,113,65535,1452,"2,1,3,1,1,4",,windows,118.242,115.782,match
170.252,soax,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,50,65535,1460,"2,1,1,8,1,3",,linux,49.512,62.735,mismatch
171.737,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,1,1,8,1,3",,linux,62.88,50.828,mismatch
173.540,brightdata,http_connect,de,ip_3e94201e85f4df95,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,53,64240,1460,"2,4,8,1,3",,linux,113.965,94.998,mismatch
173.060,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,65.999,57.536,mismatch
174.426,soax,http_connect,jp,ip_c7f4d11a3fdd52bf,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,48,65535,1452,"2,1,3,1,1,8,4,0,0",,linux,133.503,108.872,mismatch
175.087,soax,http_connect,jp,ip_92b35961febb3fef,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,48,64240,1452,"2,4,8,1,3",,linux,128.412,100.812,mismatch
175.461,soax,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,50,65535,1460,"2,1,1,8,1,3",,linux,57.644,58.283,mismatch
176.825,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1460,"2,1,1,8,1,3",,linux,57.697,67.261,mismatch
178.038,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,85.606,58.249,mismatch
178.124,brightdata,http_connect,de,ip_522bbd7075e81e06,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,65535,1460,"2,1,3,1,1,4",,windows,230.779,125.165,match
178.548,soax,http_connect,jp,ip_04a41f52991dbe5f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,4,8,1,3",,linux,416.897,418.603,mismatch
180.059,soax,http_connect,jp,ip_e0de7c1cfc5e1bdc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,113,64240,1460,"2,1,3,1,1,4",,windows,116.882,95.826,mismatch
180.790,soax,http_connect,jp,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,50,65535,1460,"2,1,1,8,1,3",,linux,63.87,58.304,mismatch
181.741,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1460,"2,1,1,8,1,3",,linux,44.884,67.452,mismatch
182.877,soax,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1460,"2,1,1,8,1,3",,linux,67.209,62.86,mismatch
183.139,brightdata,http_connect,de,ip_7a59ddd128563afe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,115,64240,1452,"2,1,3,1,1,4",,windows,117.551,95.688,mismatch
184.024,brightdata,http_connect,de,ip_e97206519161d64a,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,65535,1416,"2,1,3,1,1,4",,windows,237.253,114.939,match
185.555,soax,http_connect,jp,ip_ddb30210a0e21c0e,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,65535,1460,"2,1,3,1,1,4",,windows,125.978,122.858,match
185.674,soax,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,45.033,67.284,mismatch
187.340,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,47,65535,1460,"2,1,1,8,1,3",,linux,40.423,50.817,mismatch
188.291,soax,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1460,"2,1,1,8,1,3",,linux,49.41,48.554,mismatch
189.614,brightdata,http_connect,de,ip_2f52695da5da49f7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,113,65535,1452,"2,1,3,1,1,4",,windows,142.268,118.165,match
190.620,soax,http_connect,jp,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,50,65535,1460,"2,1,1,8,1,3",,linux,53.056,98.662,mismatch
190.782,soax,http_connect,jp,ip_56275630c0ee38c4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,115,65535,1412,"2,1,3,1,1,4",,windows,110.917,124.97,mismatch
192.984,brightdata,http_connect,jp,ip_44928eaffa486908,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,113,64240,1460,"2,1,3,1,1,4",,windows,218.488,127.46,match
193.404,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,49.41,62.855,mismatch
193.654,soax,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,1,1,8,1,3",,linux,53.807,62.811,mismatch
194.658,soax,http_connect,jp,ip_0629523ee4781870,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,54,65535,1420,"2,4,8,1,3",,linux,278.52,171.567,mismatch
194.925,soax,http_connect,jp,ip_6f9310a1710a1509,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,118,64240,1452,"2,1,3,1,1,4",,windows,108.386,114.419,match
196.763,brightdata,http_connect,de,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1460,"2,1,1,8,1,3",,linux,58.396,65.662,mismatch
197.910,brightdata,http_connect,de,ip_1e51026887857caf,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,50,65535,1460,"2,1,3,1,1,8,4,0,0",,linux,136.477,106.77,mismatch
198.730,soax,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,50.069,52.435,mismatch
198.890,brightdata,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,1,1,8,1,3",,linux,76.362,53.799,mismatch
199.158,soax,http_connect,jp,ip_6c6c5aa73c290fff,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,117,65535,1420,"2,1,3,1,1,4",,windows,186.306,181.482,match
199.545,soax,http_connect,jp,ip_7aef37b3788f1779,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,119,64240,1452,"2,1,3,1,1,4",,windows,111.268,109.913,match
202.271,brightdata,http_connect,de,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,50,65535,1460,"2,1,1,8,1,3",,linux,48.669,50.335,mismatch
203.396,brightdata,http_connect,de,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,59.068,58.186,mismatch
203.727,soax,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,1,1,8,1,3",,linux,50.047,58.614,mismatch
204.745,soax,http_connect,jp,ip_50c575545a2381d0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,55,65535,1452,"2,1,3,1,1,8,4,0,0",,linux,317.581,116.972,mismatch
204.919,soax,http_connect,jp,ip_3c164aafc566baa4,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1440,"2,4,8,1,3",,linux,139.497,108.418,mismatch
205.290,brightdata,http_connect,jp,ip_14f4d860e0e02cb1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,112,64240,1460,"2,1,3,1,1,4",,windows,239.187,186.666,match
207.977,soax,http_connect,br,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,1,1,8,1,3",,linux,49.22,66.65,mismatch
208.340,brightdata,http_connect,de,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,50,65535,1460,"2,1,1,8,1,3",,linux,114.332,54.029,mismatch
208.895,soax,http_connect,br,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,95.129,66.462,mismatch
209.549,brightdata,http_connect,de,ip_019706d64936045a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,113,64240,1460,"2,1,3,1,1,4",,windows,164.276,129.56,mismatch
209.581,soax,http_connect,br,ip_69f4e5e4f9bedd3a,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,110,65535,1412,"2,1,3,1,1,4",,windows,180.996,125.224,match
211.016,brightdata,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,1,1,8,1,3",,linux,49.988,61.87,mismatch
212.384,soax,http_connect,br,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,1,1,8,1,3",,linux,44.858,62.759,mismatch
213.968,soax,http_connect,br,ip_4fe78bf720ab5f25,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,117,64240,1414,"2,1,3,1,1,4",,windows,193.363,166.025,match
213.189,soax,http_connect,br,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,40.31,50.377,mismatch
215.818,brightdata,http_connect,de,ip_5d193dfe3c68b35d,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,115,65535,1420,"2,1,3,1,1,4",,windows,795.671,100.035,mismatch
214.992,brightdata,http_connect,de,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,46,65535,1460,"2,1,1,8,1,3",,linux,49.492,53.776,mismatch
217.083,brightdata,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,1,1,8,1,3",,linux,51.991,58.964,mismatch
217.582,soax,http_connect,br,ip_e56aabf14e6205b4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,48,64240,1460,"2,4,8,1,3",,linux,148.223,104.043,mismatch
217.985,soax,http_connect,br,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1460,"2,1,1,8,1,3",,linux,53.828,49.345,mismatch
218.418,soax,http_connect,br,ip_4b7dd90ab8515d2a,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,117,65535,1420,"2,1,3,1,1,4",,windows,168.592,171.319,match
221.365,brightdata,http_connect,jp,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,50,65535,1460,"2,1,1,8,1,3",,linux,44.151,44.798,mismatch
221.834,soax,http_connect,br,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,51.207,62.704,mismatch
222.790,soax,http_connect,br,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1460,"2,1,1,8,1,3",,linux,44.916,55.229,mismatch
223.016,soax,http_connect,br,ip_47ae2701fd633887,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,48,64240,1460,"2,4,8,1,3",,linux,118.0,91.461,mismatch
223.217,brightdata,http_connect,jp,ip_d8ef7ddc4f99568d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,47,64240,1460,"2,4,8,1,3",,linux,176.734,128.894,mismatch
223.472,brightdata,http_connect,jp,ip_913970c278fd5871,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,111,64240,1414,"2,1,3,1,1,4",,windows,189.712,194.156,mismatch
225.892,soax,http_connect,br,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,45.414,50.085,mismatch
227.264,soax,http_connect,br,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,50,65535,1460,"2,1,1,8,1,3",,linux,63.157,53.786,mismatch
227.569,soax,http_connect,br,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,51,65535,1460,"2,1,1,8,1,3",,linux,56.663,49.35,mismatch
228.628,brightdata,http_connect,jp,ip_e80552dd10f93c5b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,52,65535,1416,"2,1,3,1,1,8,4,0,0",,linux,177.763,174.325,mismatch
228.703,brightdata,http_connect,jp,ip_a257d074144f9edc,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,46,65535,1460,"2,1,1,8,1,3",,linux,49.405,49.351,mismatch
231.879,soax,http_connect,br,ip_2ffde5bfce292e0c,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0,windows,52,65535,1460,"2,1,3,1,1,8,4,0,0",,linux,191.553,179.83,mismatch
230.972,soax,http_connect,br,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,40.476,53.847,mismatch
232.619,soax,http_connect,br,ip_a257d074144f9edc,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",windows,51,65535,1460,"2,1,1,8,1,3",,linux,50.228,49.143,mismatch
234.290,brightdata,http_connect,jp,ip_a257d074144f9edc,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",macos,51,65535,1460,"2,1,1,8,1,3",,linux,55.568,59.845,mismatch
