t_rel,server,gap_ms,tcp_rtt_ms,syn_ttl,provider,protocol,country
,us,6.113,140.078,49,oxylabs_isp,socks5,us
,us,124.429,74.486,52,oxylabs_isp,socks5,us
,us,283.132,66.699,52,oxylabs_isp,socks5,us
,us,187.744,143.089,47,oxylabs_isp,socks5,us
,us,215.17,116.278,49,oxylabs_isp,socks5,us
,us,211.587,141.588,49,oxylabs_isp,socks5,us
,us,209.502,144.951,49,oxylabs_isp,socks5,ca
,us,182.387,137.597,50,oxylabs_isp,socks5,ca
,us,215.399,157.059,51,oxylabs_isp,socks5,ca
,us,200.425,126.809,52,oxylabs_isp,socks5,ca
,us,121.154,93.682,56,oxylabs_isp,socks5,ca
,us,123.147,117.659,56,oxylabs_isp,socks5,ca
,us,194.012,126.953,53,oxylabs_isp,socks5,ca
,us,225.989,219.968,50,oxylabs_isp,socks5,ca
,us,197.953,126.895,52,oxylabs_isp,socks5,ca
,us,188.015,127.534,52,oxylabs_isp,socks5,ca
,us,5.307,104.75,53,oxylabs_isp,socks5,ca
,us,135.267,79.487,53,oxylabs_isp,socks5,ca
,us,126.635,68.977,53,oxylabs_isp,socks5,ca
,us,33.486,11.868,58,oxylabs_isp,socks5,ca
,us,473.448,116.501,48,oxylabs_isp,socks5,ca
,us,1.311,12.03,58,oxylabs_isp,socks5,ca
,us,203.699,152.955,49,oxylabs_isp,socks5,ca
,us,187.987,133.005,49,oxylabs_isp,socks5,ca
,us,200.357,135.623,51,oxylabs_isp,socks5,ca
,us,175.821,243.478,48,oxylabs_isp,socks5,ca
,us,222.45,117.627,49,oxylabs_isp,socks5,ca
,us,219.434,159.152,48,oxylabs_isp,socks5,ca
,us,182.961,131.54,52,oxylabs_isp,socks5,ca
,us,737.239,144.983,47,oxylabs_isp,socks5,ca
,us,194.013,146.964,49,oxylabs_isp,socks5,ca
,us,205.235,152.217,51,oxylabs_isp,socks5,ca
,us,240.053,179.977,48,oxylabs_isp,socks5,ca
,us,142.32,85.52,47,oxylabs_isp,socks5,ca
,us,146.168,87.911,52,oxylabs_isp,socks5,ca
,us,218.377,116.577,46,oxylabs_isp,socks5,ca
,us,212.136,112.085,51,oxylabs_isp,socks5,ca
,us,266.478,168.868,46,oxylabs_isp,socks5,ca
,us,186.277,145.952,49,oxylabs_isp,socks5,ca
,us,273.019,180.726,51,oxylabs_isp,socks5,ca
,us,9.396,89.129,54,oxylabs_isp,socks5,ca
,us,197.635,129.208,53,oxylabs_isp,socks5,ca
,us,222.196,167.052,40,oxylabs_isp,socks5,ca
,us,133.424,96.078,49,oxylabs_isp,socks5,ca
,us,151.072,99.976,53,oxylabs_isp,socks5,ca
,us,18.588,127.201,47,oxylabs_isp,socks5,ca
,us,188.489,105.316,45,oxylabs_isp,socks5,ca
,us,1328.937,100.237,49,oxylabs_isp,socks5,ca
,us,201.942,125.147,49,oxylabs_isp,socks5,ca
,us,216.64,85.621,55,oxylabs_isp,socks5,ca
,us,175.375,86.988,49,oxylabs_isp,socks5,ca
,us,292.447,249.916,51,oxylabs_isp,socks5,ca
,us,157.4,107.092,50,oxylabs_isp,socks5,ca
,us,199.854,126.494,52,oxylabs_isp,socks5,ca
,us,196.284,149.472,51,oxylabs_isp,socks5,ca
,us,193.997,130.485,48,oxylabs_isp,socks5,mx
,us,187.137,133.542,48,oxylabs_isp,socks5,mx
,us,139.921,108.562,48,oxylabs_isp,socks5,mx
,us,189.266,143.283,49,oxylabs_isp,socks5,mx
,us,194.22,139.153,51,oxylabs_isp,socks5,mx
,us,192.012,124.938,53,oxylabs_isp,socks5,mx
,us,187.939,133.916,52,oxylabs_isp,socks5,mx
,us,248.752,138.054,51,oxylabs_isp,socks5,mx
,us,183.974,132.432,48,oxylabs_isp,socks5,mx
,us,268.837,194.893,52,oxylabs_isp,socks5,mx
,us,177.863,135.95,51,oxylabs_isp,socks5,mx
,us,156.505,89.978,53,oxylabs_isp,socks5,mx
,us,220.7,163.782,52,oxylabs_isp,socks5,mx
,us,156.512,111.395,55,oxylabs_isp,socks5,mx
,us,193.012,130.088,49,oxylabs_isp,socks5,mx
,us,206.967,145.774,53,oxylabs_isp,socks5,mx
,us,198.398,137.048,52,oxylabs_isp,socks5,mx
,us,223.305,103.298,46,oxylabs_isp,socks5,mx
,us,185.634,141.21,50,oxylabs_isp,socks5,mx
,us,230.777,101.948,49,oxylabs_isp,socks5,mx
,us,188.163,112.461,51,oxylabs_isp,socks5,mx
,us,198.469,147.509,52,oxylabs_isp,socks5,mx
,us,262.51,117.43,49,oxylabs_isp,socks5,mx
,us,208.582,153.982,52,oxylabs_isp,socks5,mx
,us,170.745,150.916,46,oxylabs_isp,socks5,mx
,us,483.474,120.863,54,oxylabs_isp,socks5,mx
,us,209.867,149.929,49,oxylabs_isp,socks5,mx
,us,301.861,103.276,44,oxylabs_isp,socks5,mx
,us,161.367,89.939,54,oxylabs_isp,socks5,mx
,us,218.462,173.388,50,oxylabs_isp,socks5,mx
,us,202.247,123.693,48,oxylabs_isp,socks5,mx
,us,258.406,164.174,50,oxylabs_isp,socks5,mx
,us,126.03,80.102,47,oxylabs_isp,socks5,mx
,us,144.229,98.075,47,oxylabs_isp,socks5,mx
,us,219.027,131.16,54,oxylabs_isp,socks5,mx
,us,202.31,147.609,45,oxylabs_isp,socks5,mx
,us,213.053,140.864,51,oxylabs_isp,socks5,mx
,us,201.126,148.12,51,oxylabs_isp,socks5,mx
,us,174.962,119.677,52,oxylabs_isp,socks5,mx
,us,188.018,128.945,51,oxylabs_isp,socks5,mx
,us,154.021,88.944,50,oxylabs_isp,socks5,mx
,us,183.239,117.001,44,oxylabs_isp,socks5,mx
,us,198.056,148.979,46,oxylabs_isp,socks5,mx
,us,233.001,203.468,52,oxylabs_isp,socks5,mx
,us,198.709,149.02,51,oxylabs_isp,socks5,mx
,us,105.651,68.541,51,oxylabs_isp,socks5,mx
,us,207.54,138.454,49,oxylabs_isp,socks5,mx
,us,157.882,93.45,49,oxylabs_isp,socks5,mx
,us,201.768,129.947,49,oxylabs_isp,socks5,mx
,us,197.289,134.158,47,oxylabs_isp,socks5,mx
,us,274.369,111.837,48,oxylabs_isp,socks5,br
,us,185.163,144.192,50,oxylabs_isp,socks5,br
,us,199.481,136.965,51,oxylabs_isp,socks5,br
,us,203.909,143.929,47,oxylabs_isp,socks5,br
,us,239.438,137.375,46,oxylabs_isp,socks5,br
,us,185.551,134.547,51,oxylabs_isp,socks5,br
,us,177.874,130.56,48,oxylabs_isp,socks5,br
,us,204.051,137.953,46,oxylabs_isp,socks5,br
,us,193.187,145.973,52,oxylabs_isp,socks5,br
,us,211.104,139.971,53,oxylabs_isp,socks5,br
,us,0.0,164.833,50,oxylabs_isp,socks5,br
,us,194.911,135.806,50,oxylabs_isp,socks5,br
,us,139.497,84.964,52,oxylabs_isp,socks5,br
,us,206.139,150.215,52,oxylabs_isp,socks5,br
,us,149.979,95.164,52,oxylabs_isp,socks5,br
,us,183.966,127.87,51,oxylabs_isp,socks5,br
,us,195.512,138.538,47,oxylabs_isp,socks5,br
,us,209.558,140.236,50,oxylabs_isp,socks5,br
,us,363.83,123.564,45,oxylabs_isp,socks5,br
,us,197.245,141.408,50,oxylabs_isp,socks5,br
,us,179.947,142.766,50,oxylabs_isp,socks5,br
,us,147.865,134.053,42,oxylabs_isp,socks5,br
,us,176.578,126.285,52,oxylabs_isp,socks5,br
,us,208.254,166.822,49,oxylabs_isp,socks5,br
,us,208.05,146.98,53,oxylabs_isp,socks5,br
,us,136.138,102.554,52,oxylabs_isp,socks5,br
,us,2351.744,1.29,126,oxylabs_isp,socks5,br
,us,197.531,133.911,49,oxylabs_isp,socks5,br
,us,203.733,144.086,51,oxylabs_isp,socks5,br
,us,238.343,140.756,52,oxylabs_isp,socks5,br
,us,225.517,151.355,47,oxylabs_isp,socks5,br
,us,218.828,143.625,51,oxylabs_isp,socks5,br
,us,6.161,141.032,42,oxylabs_isp,socks5,br
,us,223.206,157.223,52,oxylabs_isp,socks5,br
,us,185.08,129.829,52,oxylabs_isp,socks5,br
,us,193.93,142.925,45,oxylabs_isp,socks5,br
,us,211.627,177.279,52,oxylabs_isp,socks5,br
,us,200.855,148.701,53,oxylabs_isp,socks5,br
,us,177.894,158.11,48,oxylabs_isp,socks5,br
,us,194.047,124.441,49,oxylabs_isp,socks5,br
,us,228.8,150.226,49,oxylabs_isp,socks5,br
,us,270.233,159.651,52,oxylabs_isp,socks5,br
,us,273.595,133.931,48,oxylabs_isp,socks5,br
,us,202.609,150.885,48,oxylabs_isp,socks5,br
,us,204.172,126.356,52,oxylabs_isp,socks5,br
,us,202.983,142.954,51,oxylabs_isp,socks5,br
,us,200.772,128.165,50,oxylabs_isp,socks5,br
,us,155.679,76.504,52,oxylabs_isp,socks5,br
,us,119.27,64.848,52,oxylabs_isp,socks5,gb
,us,116.027,87.899,56,oxylabs_isp,socks5,gb
,us,129.984,61.962,54,oxylabs_isp,socks5,gb
,us,184.635,140.074,53,oxylabs_isp,socks5,gb
,us,224.511,141.945,53,oxylabs_isp,socks5,gb
,us,197.384,133.142,49,oxylabs_isp,socks5,gb
,us,190.08,131.347,51,oxylabs_isp,socks5,gb
,us,172.52,132.579,50,oxylabs_isp,socks5,gb
,us,239.86,231.755,46,oxylabs_isp,socks5,gb
,us,228.527,149.9,52,oxylabs_isp,socks5,gb
,us,191.518,134.456,49,oxylabs_isp,socks5,gb
,us,221.115,167.929,49,oxylabs_isp,socks5,gb
,us,247.36,113.978,46,oxylabs_isp,socks5,gb
,us,172.874,111.115,46,oxylabs_isp,socks5,gb
,us,212.291,145.947,52,oxylabs_isp,socks5,gb
,us,191.132,144.884,47,oxylabs_isp,socks5,gb
,us,138.601,82.828,54,oxylabs_isp,socks5,gb
,us,207.018,147.424,45,oxylabs_isp,socks5,gb
,us,162.512,102.422,50,oxylabs_isp,socks5,gb
,us,0.0,129.903,46,oxylabs_isp,socks5,gb
,us,221.5,171.449,53,oxylabs_isp,socks5,gb
,us,180.697,124.047,53,oxylabs_isp,socks5,gb
,us,230.151,105.988,53,oxylabs_isp,socks5,gb
,us,127.786,51.708,53,oxylabs_isp,socks5,gb
,us,211.767,133.965,52,oxylabs_isp,socks5,gb
,us,187.127,147.844,52,oxylabs_isp,socks5,gb
,us,194.005,140.467,51,oxylabs_isp,socks5,gb
,us,182.431,124.475,51,oxylabs_isp,socks5,gb
,us,206.66,138.022,55,oxylabs_isp,socks5,gb
,us,136.064,96.803,51,oxylabs_isp,socks5,gb
,us,124.629,71.782,52,oxylabs_isp,socks5,gb
,us,247.899,213.657,46,oxylabs_isp,socks5,gb
,us,200.508,153.683,52,oxylabs_isp,socks5,gb
,us,253.002,169.955,54,oxylabs_isp,socks5,gb
,us,190.382,133.485,49,oxylabs_isp,socks5,gb
,us,194.165,132.992,52,oxylabs_isp,socks5,gb
,us,155.582,102.17,46,oxylabs_isp,socks5,gb
,us,193.641,134.593,50,oxylabs_isp,socks5,gb
,us,233.201,181.262,53,oxylabs_isp,socks5,gb
,us,211.504,140.477,52,oxylabs_isp,socks5,gb
,us,209.493,107.888,48,oxylabs_isp,socks5,gb
,us,185.634,142.422,50,oxylabs_isp,socks5,gb
,us,260.019,104.213,50,oxylabs_isp,socks5,gb
,us,190.021,135.142,51,oxylabs_isp,socks5,gb
,us,192.259,131.597,51,oxylabs_isp,socks5,gb
,us,253.993,164.731,49,oxylabs_isp,socks5,gb
,us,159.39,111.633,53,oxylabs_isp,socks5,gb
,us,221.54,158.19,44,oxylabs_isp,socks5,gb
,us,232.296,189.436,47,oxylabs_isp,socks5,de
,us,225.651,130.182,50,oxylabs_isp,socks5,de
,us,205.64,149.209,44,oxylabs_isp,socks5,de
,us,231.648,196.421,49,oxylabs_isp,socks5,de
,us,95.993,62.463,54,oxylabs_isp,socks5,de
,us,178.112,131.904,52,oxylabs_isp,socks5,de
,us,156.514,110.076,52,oxylabs_isp,socks5,de
,us,151.147,91.937,50,oxylabs_isp,socks5,de
,us,191.766,152.099,50,oxylabs_isp,socks5,de
,us,187.955,122.0,48,oxylabs_isp,socks5,de
,us,220.009,146.327,50,oxylabs_isp,socks5,de
,us,195.261,130.731,51,oxylabs_isp,socks5,de
,us,201.134,133.445,52,oxylabs_isp,socks5,de
,us,215.169,139.81,50,oxylabs_isp,socks5,de
,us,188.493,135.922,49,oxylabs_isp,socks5,de
,us,194.757,140.487,51,oxylabs_isp,socks5,de
,us,277.031,228.951,49,oxylabs_isp,socks5,de
,us,158.599,128.731,49,oxylabs_isp,socks5,de
,us,190.955,135.196,52,oxylabs_isp,socks5,de
,us,205.896,140.046,49,oxylabs_isp,socks5,de
,us,211.204,154.898,50,oxylabs_isp,socks5,de
,us,0.0,155.642,46,oxylabs_isp,socks5,de
,us,104.046,74.478,49,oxylabs_isp,socks5,de
,us,192.775,149.19,46,oxylabs_isp,socks5,de
,us,207.993,130.759,51,oxylabs_isp,socks5,de
,us,144.828,88.255,49,oxylabs_isp,socks5,de
,us,222.55,201.547,52,oxylabs_isp,socks5,de
,us,191.866,131.384,49,oxylabs_isp,socks5,de
,us,195.452,141.634,52,oxylabs_isp,socks5,de
,us,220.228,200.543,48,oxylabs_isp,socks5,de
,us,185.266,130.896,48,oxylabs_isp,socks5,de
,us,196.553,151.502,48,oxylabs_isp,socks5,de
,us,174.909,125.206,51,oxylabs_isp,socks5,de
,us,180.025,138.48,51,oxylabs_isp,socks5,de
,us,146.702,73.354,53,oxylabs_isp,socks5,de
,us,165.504,93.456,53,oxylabs_isp,socks5,de
,us,201.025,138.463,49,oxylabs_isp,socks5,de
,us,177.851,137.914,50,oxylabs_isp,socks5,de
,us,231.74,159.59,47,oxylabs_isp,socks5,de
,us,227.11,97.595,47,oxylabs_isp,socks5,de
,us,199.332,134.834,48,oxylabs_isp,socks5,de
,us,225.946,139.691,52,oxylabs_isp,socks5,de
,us,215.457,156.442,50,oxylabs_isp,socks5,de
,us,167.189,113.078,49,oxylabs_isp,socks5,de
,us,127.459,83.81,50,oxylabs_isp,socks5,de
,us,200.966,153.133,46,oxylabs_isp,socks5,de
,us,215.413,131.005,51,oxylabs_isp,socks5,de
,us,206.024,140.962,52,oxylabs_isp,socks5,de
,us,197.112,144.338,51,oxylabs_isp,socks5,de
,us,0.0,152.544,50,oxylabs_isp,socks5,de
,us,206.286,151.863,48,oxylabs_isp,socks5,fr
,us,148.034,81.887,53,oxylabs_isp,socks5,fr
,us,126.023,66.935,54,oxylabs_isp,socks5,fr
,us,505.157,348.057,48,oxylabs_isp,socks5,fr
,us,175.354,124.359,49,oxylabs_isp,socks5,fr
,us,145.158,71.181,52,oxylabs_isp,socks5,fr
,us,209.688,140.429,43,oxylabs_isp,socks5,fr
,us,150.995,89.97,53,oxylabs_isp,socks5,fr
,us,190.945,129.978,51,oxylabs_isp,socks5,fr
,us,838.073,120.133,52,oxylabs_isp,socks5,fr
,us,160.0,86.461,54,oxylabs_isp,socks5,fr
,us,157.073,138.915,53,oxylabs_isp,socks5,fr
,us,178.645,161.702,50,oxylabs_isp,socks5,fr
,us,235.26,170.424,53,oxylabs_isp,socks5,fr
,us,129.372,345.408,56,oxylabs_isp,socks5,fr
,us,157.094,96.607,49,oxylabs_isp,socks5,fr
,us,326.238,135.842,53,oxylabs_isp,socks5,fr
,us,204.003,139.889,52,oxylabs_isp,socks5,fr
,us,118.181,87.936,56,oxylabs_isp,socks5,fr
,us,183.031,132.445,50,oxylabs_isp,socks5,fr
,us,208.821,131.078,50,oxylabs_isp,socks5,fr
,us,370.012,142.98,51,oxylabs_isp,socks5,fr
,us,135.722,89.557,49,oxylabs_isp,socks5,fr
,us,646.852,152.141,52,oxylabs_isp,socks5,fr
,us,147.057,87.296,54,oxylabs_isp,socks5,fr
,us,195.37,129.727,54,oxylabs_isp,socks5,fr
,us,191.63,149.36,49,oxylabs_isp,socks5,fr
,us,182.197,139.743,52,oxylabs_isp,socks5,fr
,us,0.07,135.716,51,oxylabs_isp,socks5,fr
,us,139.434,89.841,51,oxylabs_isp,socks5,fr
,us,223.058,146.176,50,oxylabs_isp,socks5,fr
,us,173.964,132.549,50,oxylabs_isp,socks5,fr
,us,200.524,146.493,50,oxylabs_isp,socks5,fr
,us,24.577,133.918,52,oxylabs_isp,socks5,fr
,us,189.118,131.914,51,oxylabs_isp,socks5,fr
,us,227.527,160.628,53,oxylabs_isp,socks5,fr
,us,244.616,122.853,53,oxylabs_isp,socks5,fr
,us,197.976,141.65,48,oxylabs_isp,socks5,fr
,us,218.295,99.649,50,oxylabs_isp,socks5,fr
,us,193.408,148.519,48,oxylabs_isp,socks5,fr
,us,187.399,139.209,49,oxylabs_isp,socks5,fr
,us,476.722,120.003,46,oxylabs_isp,socks5,fr
,us,150.998,110.091,50,oxylabs_isp,socks5,fr
,us,185.339,79.86,54,oxylabs_isp,socks5,fr
,us,192.18,134.704,50,oxylabs_isp,socks5,fr
,us,230.017,177.794,45,oxylabs_isp,socks5,fr
,us,188.992,130.015,51,oxylabs_isp,socks5,fr
,us,185.989,132.922,51,oxylabs_isp,socks5,fr
,us,137.377,99.945,53,oxylabs_isp,socks5,fr
,us,216.081,157.866,48,oxylabs_isp,socks5,fr
,us,210.962,166.423,51,oxylabs_isp,socks5,za
,us,195.991,136.915,49,oxylabs_isp,socks5,za
,us,213.142,156.206,52,oxylabs_isp,socks5,za
,us,227.381,146.96,53,oxylabs_isp,socks5,za
,us,240.499,133.425,47,oxylabs_isp,socks5,za
,us,180.246,111.091,43,oxylabs_isp,socks5,za
,us,159.177,94.45,50,oxylabs_isp,socks5,za
,us,125.096,93.062,54,oxylabs_isp,socks5,za
,us,145.555,100.998,52,oxylabs_isp,socks5,za
,us,188.701,129.838,48,oxylabs_isp,socks5,za
,us,180.992,152.102,48,oxylabs_isp,socks5,za
,us,196.729,139.774,48,oxylabs_isp,socks5,za
,us,148.008,94.966,50,oxylabs_isp,socks5,za
,us,180.519,136.944,54,oxylabs_isp,socks5,za
,us,145.953,94.232,53,oxylabs_isp,socks5,za
,us,114.305,71.034,54,oxylabs_isp,socks5,za
,us,197.983,149.98,49,oxylabs_isp,socks5,za
,us,247.518,144.882,48,oxylabs_isp,socks5,za
,us,190.841,149.124,49,oxylabs_isp,socks5,za
,us,218.942,159.234,47,oxylabs_isp,socks5,za
,us,323.365,132.213,49,oxylabs_isp,socks5,za
,us,185.881,142.121,51,oxylabs_isp,socks5,za
,us,202.018,138.089,51,oxylabs_isp,socks5,za
,us,81.646,53.711,50,oxylabs_isp,socks5,za
,us,199.776,137.227,51,oxylabs_isp,socks5,za
,us,215.871,110.583,52,oxylabs_isp,socks5,za
,us,193.416,140.441,44,oxylabs_isp,socks5,za
,us,243.505,194.663,47,oxylabs_isp,socks5,za
,us,225.956,97.908,50,oxylabs_isp,socks5,za
,us,193.403,123.494,50,oxylabs_isp,socks5,za
,us,206.51,153.927,51,oxylabs_isp,socks5,za
,us,187.193,139.722,53,oxylabs_isp,socks5,za
,us,236.374,136.446,50,oxylabs_isp,socks5,za
,us,0.537,95.9,53,oxylabs_isp,socks5,za
,us,175.375,130.491,55,oxylabs_isp,socks5,za
,us,137.829,74.614,52,oxylabs_isp,socks5,za
,us,185.389,128.797,52,oxylabs_isp,socks5,za
,us,182.858,138.627,50,oxylabs_isp,socks5,za
,us,221.856,109.146,51,oxylabs_isp,socks5,za
,us,231.477,183.097,50,oxylabs_isp,socks5,za
,us,189.877,137.154,52,oxylabs_isp,socks5,za
,us,192.627,126.885,47,oxylabs_isp,socks5,za
,us,182.572,127.966,50,oxylabs_isp,socks5,za
,us,175.383,126.094,53,oxylabs_isp,socks5,za
,us,184.438,138.435,50,oxylabs_isp,socks5,za
,us,194.045,129.383,49,oxylabs_isp,socks5,za
,us,216.516,147.614,50,oxylabs_isp,socks5,za
,us,263.012,126.953,50,oxylabs_isp,socks5,za
,us,442.619,166.36,54,oxylabs_isp,socks5,za
,us,208.045,111.792,47,oxylabs_isp,socks5,za
,us,110.527,59.969,55,oxylabs_isp,socks5,ru
,us,200.145,146.449,52,oxylabs_isp,socks5,ru
,us,204.009,143.965,48,oxylabs_isp,socks5,ru
,us,213.497,130.924,43,oxylabs_isp,socks5,ru
,us,298.418,221.36,49,oxylabs_isp,socks5,ru
,us,185.492,127.777,54,oxylabs_isp,socks5,ru
,us,225.061,140.419,50,oxylabs_isp,socks5,ru
,us,0.0,128.95,51,oxylabs_isp,socks5,ru
,us,15.474,112.724,51,oxylabs_isp,socks5,ru
,us,104.51,82.967,53,oxylabs_isp,socks5,ru
,us,202.994,146.488,43,oxylabs_isp,socks5,ru
,us,196.933,119.972,49,oxylabs_isp,socks5,ru
,us,187.5,130.886,52,oxylabs_isp,socks5,ru
,us,188.65,136.956,52,oxylabs_isp,socks5,ru
,us,234.622,187.877,53,oxylabs_isp,socks5,ru
,us,200.841,127.67,47,oxylabs_isp,socks5,ru
,us,200.864,127.973,52,oxylabs_isp,socks5,ru
,us,179.039,126.13,51,oxylabs_isp,socks5,ru
,us,210.791,199.516,48,oxylabs_isp,socks5,ru
,us,205.714,99.862,52,oxylabs_isp,socks5,ru
,us,205.038,145.962,50,oxylabs_isp,socks5,ru
,us,187.218,133.656,50,oxylabs_isp,socks5,ru
,us,155.801,104.803,48,oxylabs_isp,socks5,ru
,us,194.731,139.688,50,oxylabs_isp,socks5,ru
,us,189.219,134.108,49,oxylabs_isp,socks5,ru
,us,194.396,139.743,54,oxylabs_isp,socks5,ru
,us,233.388,133.197,50,oxylabs_isp,socks5,ru
,us,272.984,225.947,48,oxylabs_isp,socks5,ru
,us,213.89,125.589,50,oxylabs_isp,socks5,ru
,us,170.482,120.594,49,oxylabs_isp,socks5,ru
,us,199.224,136.709,52,oxylabs_isp,socks5,ru
,us,312.325,146.48,49,oxylabs_isp,socks5,ru
,us,128.392,138.271,51,oxylabs_isp,socks5,ru
,us,230.028,138.437,52,oxylabs_isp,socks5,ru
,us,189.022,132.942,54,oxylabs_isp,socks5,ru
,us,227.477,104.258,43,oxylabs_isp,socks5,ru
,us,181.321,139.948,49,oxylabs_isp,socks5,ru
,us,220.128,167.16,50,oxylabs_isp,socks5,ru
,us,213.831,168.407,51,oxylabs_isp,socks5,ru
,us,186.247,108.05,50,oxylabs_isp,socks5,ru
,us,187.871,153.476,50,oxylabs_isp,socks5,ru
,us,198.476,145.487,43,oxylabs_isp,socks5,ru
,us,185.918,137.846,51,oxylabs_isp,socks5,ru
,us,207.545,148.816,49,oxylabs_isp,socks5,ru
,us,201.043,136.87,52,oxylabs_isp,socks5,ru
,us,249.028,120.906,50,oxylabs_isp,socks5,ru
,us,199.984,135.948,51,oxylabs_isp,socks5,ru
,us,246.598,210.32,47,oxylabs_isp,socks5,ru
,us,132.135,89.116,55,oxylabs_isp,socks5,ru
,us,184.197,142.636,47,oxylabs_isp,socks5,ru
,us,208.998,130.009,52,oxylabs_isp,socks5,in
,us,198.047,191.855,50,oxylabs_isp,socks5,in
,us,197.748,138.216,51,oxylabs_isp,socks5,in
,us,207.338,154.0,47,oxylabs_isp,socks5,in
,us,210.183,147.927,48,oxylabs_isp,socks5,in
,us,215.384,162.003,49,oxylabs_isp,socks5,in
,us,212.812,168.055,50,oxylabs_isp,socks5,in
,us,184.776,140.437,51,oxylabs_isp,socks5,in
,us,180.472,133.943,47,oxylabs_isp,socks5,in
,us,425.046,82.816,51,oxylabs_isp,socks5,in
,us,188.962,141.631,52,oxylabs_isp,socks5,in
,us,282.864,133.099,49,oxylabs_isp,socks5,in
,us,94.01,49.174,49,oxylabs_isp,socks5,in
,us,150.537,106.845,52,oxylabs_isp,socks5,in
,us,131.537,66.862,45,oxylabs_isp,socks5,in
,us,188.206,131.86,48,oxylabs_isp,socks5,in
,us,214.799,156.839,47,oxylabs_isp,socks5,in
,us,412.414,74.696,52,oxylabs_isp,socks5,in
,us,195.702,143.292,52,oxylabs_isp,socks5,in
,us,210.42,159.702,52,oxylabs_isp,socks5,in
,us,198.017,122.818,52,oxylabs_isp,socks5,in
,us,192.017,141.584,51,oxylabs_isp,socks5,in
,us,236.037,139.909,46,oxylabs_isp,socks5,in
,us,187.859,127.525,53,oxylabs_isp,socks5,in
,us,220.763,144.764,244,oxylabs_isp,socks5,in
,us,182.744,114.088,46,oxylabs_isp,socks5,in
,us,190.513,154.455,47,oxylabs_isp,socks5,in
,us,215.994,147.961,48,oxylabs_isp,socks5,in
,us,254.149,211.941,49,oxylabs_isp,socks5,in
,us,186.84,95.402,50,oxylabs_isp,socks5,in
,us,300.231,209.251,51,oxylabs_isp,socks5,in
,us,184.923,133.717,48,oxylabs_isp,socks5,in
,us,192.511,126.794,51,oxylabs_isp,socks5,in
,us,220.013,155.972,46,oxylabs_isp,socks5,in
,us,204.22,143.15,49,oxylabs_isp,socks5,in
,us,203.14,129.439,53,oxylabs_isp,socks5,in
,us,235.073,100.42,50,oxylabs_isp,socks5,in
,us,203.415,146.38,52,oxylabs_isp,socks5,in
,us,220.484,176.445,48,oxylabs_isp,socks5,in
,us,218.015,134.249,52,oxylabs_isp,socks5,in
,us,148.699,84.926,52,oxylabs_isp,socks5,in
,us,203.287,101.741,52,oxylabs_isp,socks5,in
,us,142.621,80.707,50,oxylabs_isp,socks5,in
,us,214.855,133.029,49,oxylabs_isp,socks5,in
,us,229.868,137.72,50,oxylabs_isp,socks5,in
,us,177.726,120.085,50,oxylabs_isp,socks5,in
,us,259.976,88.974,243,oxylabs_isp,socks5,in
,us,257.675,222.433,53,oxylabs_isp,socks5,in
,us,231.604,138.42,51,oxylabs_isp,socks5,in
,us,179.107,134.89,52,oxylabs_isp,socks5,in
,us,151.966,73.134,46,oxylabs_isp,socks5,jp
,us,186.041,138.88,53,oxylabs_isp,socks5,jp
,us,122.302,94.081,55,oxylabs_isp,socks5,jp
,us,220.484,146.879,50,oxylabs_isp,socks5,jp
,us,208.643,175.779,49,oxylabs_isp,socks5,jp
,us,196.111,131.824,49,oxylabs_isp,socks5,jp
,us,201.339,156.56,50,oxylabs_isp,socks5,jp
,us,190.621,130.851,51,oxylabs_isp,socks5,jp
,us,185.012,129.477,49,oxylabs_isp,socks5,jp
,us,198.121,143.968,46,oxylabs_isp,socks5,jp
,us,210.979,153.644,46,oxylabs_isp,socks5,jp
,us,216.71,166.993,50,oxylabs_isp,socks5,jp
,us,252.824,200.746,49,oxylabs_isp,socks5,jp
,us,94.795,60.835,51,oxylabs_isp,socks5,jp
,us,204.982,124.471,50,oxylabs_isp,socks5,jp
,us,207.015,151.937,49,oxylabs_isp,socks5,jp
,us,196.841,153.229,51,oxylabs_isp,socks5,jp
,us,189.605,120.972,54,oxylabs_isp,socks5,jp
,us,189.052,127.978,51,oxylabs_isp,socks5,jp
,us,162.632,104.944,51,oxylabs_isp,socks5,jp
,us,220.138,125.608,53,oxylabs_isp,socks5,jp
,us,214.946,96.88,51,oxylabs_isp,socks5,jp
,us,14.648,107.977,52,oxylabs_isp,socks5,jp
,us,182.131,135.578,51,oxylabs_isp,socks5,jp
,us,189.235,132.972,49,oxylabs_isp,socks5,jp
,us,242.257,175.461,50,oxylabs_isp,socks5,jp
,us,194.252,146.36,50,oxylabs_isp,socks5,jp
,us,225.111,138.857,51,oxylabs_isp,socks5,jp
,us,2.475,157.455,49,oxylabs_isp,socks5,jp
,us,198.945,146.914,52,oxylabs_isp,socks5,jp
,us,183.933,126.93,51,oxylabs_isp,socks5,jp
,us,205.356,153.801,52,oxylabs_isp,socks5,jp
,us,195.56,139.139,47,oxylabs_isp,socks5,jp
,us,52.607,136.716,47,oxylabs_isp,socks5,jp
,us,200.011,141.448,51,oxylabs_isp,socks5,jp
,us,173.829,114.812,44,oxylabs_isp,socks5,jp
,us,278.962,170.454,50,oxylabs_isp,socks5,jp
